# File generated by CMD 3.4 (http://stev.oapd.inaf.it/cmd) on Sat Oct 31 01:00:14 CET 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
9.8116e-05 -2.19174 9.95424 0.1000000015 1.1711064577    0.100 -2.783  3.5583  5.406    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.3e-16      0.00 7.467e-01 2.532e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.729 15.922 14.468 12.912 11.837 10.975 9.991 9.594 9.478
9.8116e-05 -2.19174 9.95424 0.1098214313 1.2482755184    0.109 -2.635  3.5736  5.358    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.85e-16      0.00 7.454e-01 2.545e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.001e-04 11.357 15.054 13.824 12.397 11.399 10.617 9.675 9.228 9.101
9.8116e-05 -2.19174 9.95424 0.1294642836 1.3786746264    0.129 -2.394  3.5961  5.279    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.24e-16      0.00 7.430e-01 2.569e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 10.755 13.826 12.872 11.612 10.730 10.027 9.151 8.653 8.507
9.8116e-05 -2.19174 9.95424 0.1491071582 1.4855960608    0.149 -2.234  3.6075  5.226    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.64e-16      0.00 7.415e-01 2.584e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 10.354 13.150 12.316 11.128 10.300 9.628 8.786 8.274 8.117
9.8116e-05 -2.19174 9.95424 0.1687500030 1.5756140947    0.168 -2.109  3.6149  5.183    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.12e-16      0.00 7.407e-01 2.592e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 10.042 12.671 11.910 10.764 9.970 9.316 8.496 7.980 7.818
9.8116e-05 -2.19174 9.95424 0.2080357224 1.7204496861    0.207 -1.905  3.6259  5.115    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.52e-16      0.00 7.401e-01 2.598e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 9.532 11.924 11.267 10.179 9.433 8.807 8.019 7.502 7.338
9.8116e-05 -2.19174 9.95424 0.2571428716 1.8581268787    0.257 -1.714  3.6359  5.057    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.42e-15      0.00 7.402e-01 2.597e-01 1.798e-05 4.852e-06 4.400e-05 -1.000 1.001e-04 9.054 11.244 10.677 9.637 8.932 8.329 7.571 7.060 6.897
9.8116e-05 -2.19174 9.95424 0.3062500358 1.9652637243    0.306 -1.566  3.6443  5.018    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.91e-15      0.00 7.403e-01 2.596e-01 1.797e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 8.685 10.716 10.222 9.218 8.544 7.959 7.226 6.723 6.564
9.8116e-05 -2.19174 9.95424 0.3553571701 2.0521113873    0.355 -1.443  3.6520  4.991    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -2.43e-15      0.00 7.413e-01 2.586e-01 1.796e-05 4.853e-06 4.400e-05 -1.000 1.001e-04 8.377 10.266 9.838 8.866 8.219 7.651 6.941 6.447 6.294
9.8116e-05 -2.19174 9.95424 0.4044643044 2.1246092319    0.404 -1.326  3.6602  4.963    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.08e-15      0.00 7.502e-01 2.497e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 8.085 9.828 9.469 8.531 7.910 7.360 6.673 6.190 6.043
