# File generated by CMD 3.4 (http://stev.oapd.inaf.it/cmd) on Sat Oct 31 00:58:54 CET 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
9.8116e-05 -2.19174 10.04139 0.1000000015 1.1711064577    0.100 -2.781  3.5586  5.406    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.3e-16      0.00 7.458e-01 2.541e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 11.723 15.906 14.457 12.903 11.830 10.970 9.987 9.589 9.473
9.8116e-05 -2.19174 10.04139 0.1098214313 1.2482755184    0.109 -2.633  3.5739  5.357    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.86e-16      0.00 7.441e-01 2.558e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 11.352 15.040 13.814 12.389 11.393 10.612 9.671 9.224 9.096
9.8116e-05 -2.19174 10.04139 0.1294642836 1.3786746264    0.129 -2.391  3.5964  5.278    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.27e-16      0.00 7.413e-01 2.586e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 10.748 13.811 12.861 11.603 10.722 10.020 9.144 8.646 8.499
9.8116e-05 -2.19174 10.04139 0.1491071582 1.4855960608    0.149 -2.229  3.6078  5.222    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.71e-16      0.00 7.396e-01 2.603e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.999e-05 10.342 13.132 12.300 11.114 10.288 9.616 8.775 8.262 8.106
9.8116e-05 -2.19174 10.04139 0.1687500030 1.5756140947    0.168 -2.103  3.6151  5.178    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.23e-16      0.00 7.387e-01 2.612e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.996e-05 10.027 12.651 11.892 10.748 9.955 9.302 8.482 7.966 7.804
9.8116e-05 -2.19174 10.04139 0.2080357224 1.7204496861    0.207 -1.899  3.6261  5.110    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -9.71e-16      0.00 7.383e-01 2.616e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 9.517 11.906 11.251 10.164 9.419 8.793 8.005 7.488 7.324
9.8116e-05 -2.19174 10.04139 0.2571428716 1.8581268787    0.257 -1.710  3.6361  5.053    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.44e-15      0.00 7.385e-01 2.614e-01 1.798e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 9.045 11.231 10.666 9.627 8.922 8.319 7.562 7.051 6.888
9.8116e-05 -2.19174 10.04139 0.3062500358 1.9652637243    0.306 -1.564  3.6445  5.017    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.92e-15      0.00 7.386e-01 2.613e-01 1.797e-05 4.852e-06 4.400e-05 -1.000 1.000e-04 8.680 10.706 10.214 9.211 8.538 7.954 7.221 6.719 6.560
9.8116e-05 -2.19174 10.04139 0.3553571701 2.0521113873    0.355 -1.441  3.6523  4.991    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -2.44e-15      0.00 7.396e-01 2.603e-01 1.796e-05 4.853e-06 4.400e-05 -1.000 1.000e-04 8.373 10.256 9.830 8.860 8.214 7.647 6.937 6.444 6.291
9.8116e-05 -2.19174 10.04139 0.4044643044 2.1246092319    0.404 -1.321  3.6606  4.960    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.12e-15      0.00 7.501e-01 2.498e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 1.000e-04 8.074 9.809 9.453 8.517 7.898 7.348 6.663 6.180 6.034
9.8116e-05 -2.19174 10.04139 0.4535714388 2.1864814758    0.453 -1.177  3.6737  4.918    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.32e-15      0.00 7.507e-01 2.492e-01 1.798e-05 4.851e-06 4.400e-05 -1.000 9.997e-05 7.712 9.221 8.975 8.093 7.514 6.991 6.343 5.877 5.743
9.8116e-05 -2.19174 10.04139 0.4556502998 2.1889066696    0.455 -1.169  3.6744  4.915    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -4.4e-15      0.00 7.508e-01 2.491e-01 1.798e-05 4.850e-06 4.399e-05 -1.000 1.000e-04 7.694 9.193 8.951 8.072 7.495 6.974 6.327 5.862 5.729
9.8116e-05 -2.19174 10.04139 0.5026785731 2.2401986122    0.503 -1.015  3.6881  4.859    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.36e-15      0.00 7.525e-01 2.474e-01 1.787e-05 4.821e-06 4.373e-05 -1.000 1.000e-04 7.308 8.589 8.453 7.631 7.092 6.598 5.989 5.542 5.422
9.8116e-05 -2.19174 10.04139 0.5517857671 2.2851314545    0.551 -0.820  3.7070  4.779    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.04e-14      0.00 7.822e-01 2.177e-01 1.586e-05 4.280e-06 3.884e-05 -1.000 1.001e-04 6.820 7.830 7.823 7.081 6.590 6.132 5.571 5.150 5.047
9.8116e-05 -2.19174 10.04139 0.6008928418 2.3217256069    0.600 -0.620  3.7308  4.711    1  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.71e-14      0.00 7.940e-01 2.059e-01 1.508e-05 4.074e-06 3.699e-05 -1.000 1.000e-04 6.319 7.047 7.170 6.523 6.085 5.670 5.169 4.782 4.699
